,uncleaned_index,item_name,item_address,lat,lon,OGaddress,index,review_score,categories,url
345,663,Anicinabe Park,"955 Golf Course, Kenora, Ontario",49.7487816,-94.46991520617735,"955 Golf Course Rd, Kenora, Ontario P9N 4J1 Canada",T345,4.6,"['Bodies of Water', 'Parks', 'Bodies of Water', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g181749-d10906507-Reviews-Anicinabe_Park-Kenora_Kenora_District_Ontario.html
346,665,Fort Vermilion,"62 Hwy 17, Vermilion Bay, Ontario",49.8588033,-93.384812,"62 Hwy 17 East Fort Vermilion, Vermilion Bay, Ontario P0V 2V0 Canada",T346,4.3,"['Historic Sites', 'Historic Sites']",https://www.tripadvisor.ca/Attraction_Review-g2208888-d2202864-Reviews-Fort_Vermilion-Vermilion_Bay_Kenora_District_Ontario.html
347,666,Tug Boat McLeod Park,"200 Lakeshore Drive, Kenora, Ontario",49.7598435,-94.4894316,"200 Lakeshore Drive, Kenora, Ontario P9N 0H2 Canada",T347,4.2,"['Bodies of Water', 'Parks', 'Bodies of Water', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g181749-d10841032-Reviews-Tug_Boat_McLeod_Park-Kenora_Kenora_District_Ontario.html
348,667,Kinsmen Park,"Van Horne and, Dryden, Ontario",49.7809857,-92.8363293,"Van Horne and St. Charles, Dryden, Ontario Canada",T348,4.3,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g181721-d7279170-Reviews-Kinsmen_Park-Dryden_Kenora_District_Ontario.html
349,668,Dryden & District Museum,"15 Van Horne, Dryden, Ontario",49.7809857,-92.8363293,"15 Van Horne Ave P8N 2A5, Dryden, Ontario P8N 2A5 Canada",T349,4.1,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g181721-d4279516-Reviews-Dryden_District_Museum-Dryden_Kenora_District_Ontario.html
350,669,Dryden Pool and Fitness Centre,"84 Whyte Ave, Dryden, Ontario",49.78108543571429,-92.8389975857143,"84 Whyte Ave, Dryden, Ontario P8N 1Z5 Canada",T350,4.0,"['Sports Complexes', 'Sports Complexes']",https://www.tripadvisor.ca/Attraction_Review-g181721-d7608592-Reviews-Dryden_Pool_and_Fitness_Centre-Dryden_Kenora_District_Ontario.html
351,673,Vernon Nature Area,"McKenzie Portage Road, Kenora, Ontario",49.7497883,-94.5783313,"McKenzie Portage Road 5 Km south to Fire Road 12, Kenora, Ontario Canada",T351,4.0,"['Nature & Wildlife Areas', 'Hiking Trails', 'Nature & Wildlife Areas', 'Hiking Trails']",https://www.tripadvisor.ca/Attraction_Review-g181749-d13206708-Reviews-Vernon_Nature_Area-Kenora_Kenora_District_Ontario.html
352,674,Red Lake Regional Heritage Centre,"51A Highway 105, Red Lake, Ontario",51.014379399999996,-93.82149498081475,"51A Highway 105, Red Lake, Ontario P0V 2M0 Canada",T352,4.6,"['History Museums', 'History Museums']",https://www.tripadvisor.ca/Attraction_Review-g680205-d4699363-Reviews-Red_Lake_Regional_Heritage_Centre-Red_Lake_Kenora_District_Ontario.html
353,675,Max the Moose,"284 Government St, Dryden, Ontario",49.7865136,-92.8387985,"284 Government St, Dryden, Ontario P8N 2P3 Canada",T353,3.0,"['Points of Interest & Landmarks', 'Points of Interest & Landmarks']",https://www.tripadvisor.ca/Attraction_Review-g181721-d15123298-Reviews-Max_the_Moose-Dryden_Kenora_District_Ontario.html
354,676,Northern Ontario Sportfishing Centre,"5741 Highway #71, Sioux Narrows, Ontario",49.4130359,-94.0979487,"5741 Highway #71, Sioux Narrows, Ontario P0X 1N0 Canada",T354,3.7,"['History Museums', 'History Museums']",https://www.tripadvisor.ca/Attraction_Review-g227122-d10780469-Reviews-Northern_Ontario_Sportfishing_Centre-Sioux_Narrows_Kenora_District_Ontario.html
355,680,Fort Henry National Historic Site,"1 Fort Henry, Kingston, Ontario",44.23092305,-76.45897934757252,"1 Fort Henry Drive K7L4V8, Kingston, Ontario Canada",T355,4.4,"['Historic Sites', 'History Museums', 'Historic Sites', 'History Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d656674-Reviews-Fort_Henry_National_Historic_Site-Kingston_Ontario.html
356,681,Canada's Penitentiary Museum,"555 King Street, Kingston, Ontario",44.2441082,-76.6103187,"555 King Street West, Kingston, Ontario K7L 4V7 Canada",T356,4.5,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d2331534-Reviews-Canada_s_Penitentiary_Museum-Kingston_Ontario.html
357,682,Martello Alley,"203B Wellington St, Kingston, Ontario",44.231997199999995,-76.48222025000001,"203B Wellington St, Kingston, Ontario K7K 2Y6 Canada",T357,4.5,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154992-d8550760-Reviews-Martello_Alley-Kingston_Ontario.html
358,684,Kingston City Hall,"216 Ontario St, Kingston, Ontario",44.2301058,-76.4801367,"216 Ontario St, Kingston, Ontario K7L 2Z3 Canada",T358,4.3,"['Historic Sites', 'Government Buildings', 'Historic Sites', 'Government Buildings']",https://www.tripadvisor.ca/Attraction_Review-g154992-d2238601-Reviews-Kingston_City_Hall-Kingston_Ontario.html
359,685,Lemoine Point Conservation Area,"1441 Coverdale Drive, Kingston, Ontario",44.2372337,-76.5917604,"1441 Coverdale Drive, Kingston, Ontario Canada",T359,4.5,"['Nature & Wildlife Areas', 'Nature & Wildlife Areas']",https://www.tripadvisor.ca/Attraction_Review-g154992-d1992923-Reviews-Lemoine_Point_Conservation_Area-Kingston_Ontario.html
360,686,Queens University,"99 University Ave, Kingston, Ontario",44.2334008,-76.4956851,"99 University Ave, Kingston, Ontario K7L 3N5 Canada",T360,4.5,"['Educational sites', 'Educational sites']",https://www.tripadvisor.ca/Attraction_Review-g154992-d677950-Reviews-Queens_University-Kingston_Ontario.html
361,687,Lake Ontario Park,"988 King Street, Kingston, Ontario",44.2441082,-76.6103187,"988 King Street West, Kingston, Ontario K7M 1A3 Canada",T361,4.4,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154992-d265592-Reviews-Lake_Ontario_Park-Kingston_Ontario.html
362,688,Bellevue House National Historic Site,"35 Centre St, Kingston, Ontario",44.22302675,-76.50410798134823,"35 Centre St, Kingston, Ontario K7L 4E5 Canada",T362,4.4,"['Historic Sites', 'Historic Sites']",https://www.tripadvisor.ca/Attraction_Review-g154992-d3140353-Reviews-Bellevue_House_National_Historic_Site-Kingston_Ontario.html
363,689,Engine 1095,"2 Princess St, Kingston, Ontario",44.2309763,-76.4786824,"2 Princess St, Kingston, Ontario K7L 1A2 Canada",T363,4.2,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d9777603-Reviews-Engine_1095-Kingston_Ontario.html
364,691,Cathedral of Saint Mary,"279 Johnson St, Kingston, Ontario",44.231353999999996,-76.49036644164961,"279 Johnson St, Kingston, Ontario K7L 1Y5 Canada",T364,4.5,"['Churches & Cathedrals', 'Churches & Cathedrals']",https://www.tripadvisor.ca/Attraction_Review-g154992-d3353503-Reviews-Cathedral_of_Saint_Mary-Kingston_Ontario.html
365,692,Grass Creek Park,"2991 Highway 2, Kingston, Ontario",44.2411033,-76.4386217,"2991 Highway 2, Kingston, Ontario K7L 4V1 Canada",T365,4.4,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154992-d7300046-Reviews-Grass_Creek_Park-Kingston_Ontario.html
366,693,Military Communications and Electronics Museum,"CFB Kingston on, Highway #2, Ontario",44.24820845,-76.44591257061205,"CFB Kingston on 95 Craftsman Blvd., Highway #2, Kingston, Ontario Canada",T366,4.4,"['Military Museums', 'Military Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d3477971-Reviews-Military_Communications_and_Electronics_Museum-Kingston_Ontario.html
367,694,Leon's Centre,"1 The Tragically, Kingston, Ontario",44.233384,-76.47966144522968,"1 The Tragically Hip Way, Kingston, Ontario K7K 0B4 Canada",T367,4.0,"['Sports Complexes', 'Sports Complexes']",https://www.tripadvisor.ca/Attraction_Review-g154992-d3546723-Reviews-Leon_s_Centre-Kingston_Ontario.html
368,695,City Park,"King Street East, Kingston, Ontario",44.224811,-76.4863364,"King Street East, Kingston, Ontario K7P 2Y2 Canada",T368,4.4,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4178053-Reviews-City_Park-Kingston_Ontario.html
369,697,Murney Tower National Historic Site,"King Street West, Kingston, Ontario",44.2201506,-76.5302345,"King Street West & Barrie Street, Kingston, Ontario K7L 3J6 Canada",T369,4.2,"['Military Museums', 'Historic Sites', 'History Museums', 'Military Museums', 'Historic Sites', 'History Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4173931-Reviews-Murney_Tower_National_Historic_Site-Kingston_Ontario.html
370,699,Kingston Visitor Information Centre,"209 Ontario St, Kingston, Ontario",44.229333,-76.48020634624126,"209 Ontario St, Kingston, Ontario K7L 2Z1 Canada",T370,4.2,"['Visitor Centres', 'Visitor Centres']",https://www.tripadvisor.ca/Attraction_Review-g154992-d12858901-Reviews-Kingston_Visitor_Information_Centre-Kingston_Ontario.html
371,700,Stone City Ales,"275 Princess St, Kingston, Ontario",44.23260352307692,-76.48820371538461,"275 Princess St, Kingston, Ontario K7L 1B4 Canada",T371,4.3,"['Breweries', 'Breweries']",https://www.tripadvisor.ca/Attraction_Review-g154992-d6948219-Reviews-Stone_City_Ales-Kingston_Ontario.html
372,701,St. George's Cathedral,"270 King Street, Kingston, Ontario",44.2441082,-76.6103187,"270 King Street East, Kingston, Ontario Canada",T372,4.5,"['Sacred & Religious Sites', 'Sacred & Religious Sites']",https://www.tripadvisor.ca/Attraction_Review-g154992-d1307634-Reviews-St_George_s_Cathedral-Kingston_Ontario.html
373,702,The Grand Theatre,"218 Princess St, Kingston, Ontario",44.2320876,-76.4863996,"218 Princess St, Kingston, Ontario K7L 1B2 Canada",T373,4.3,"['Theatres', 'Theatres']",https://www.tripadvisor.ca/Attraction_Review-g154992-d2467648-Reviews-The_Grand_Theatre-Kingston_Ontario.html
374,703,Museum of Health Care,"32 George Street, Kingston, Ontario",44.2406244,-76.4603388,"32 George Street, Kingston, Ontario K7L 2V7 Canada",T374,4.3,"['Speciality Museums', 'History Museums', 'Speciality Museums', 'History Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d3376109-Reviews-Museum_of_Health_Care-Kingston_Ontario.html
375,704,Antique Alley,"207B Wellington St, Kingston, Ontario",44.2321766,-76.48216448333334,"207B Wellington St, Kingston, Ontario K7K 2Y6 Canada",T375,4.8,"['Antique Stores', 'Antique Stores']",https://www.tripadvisor.ca/Attraction_Review-g154992-d7051942-Reviews-Antique_Alley-Kingston_Ontario.html
376,705,PumpHouse Museum,"23 Ontario St, Kingston, Ontario",44.2237601,-76.484619,"23 Ontario St, Kingston, Ontario K7L 2Y2 Canada",T376,4.0,"['Speciality Museums', 'History Museums', 'Speciality Museums', 'History Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4173933-Reviews-PumpHouse_Museum-Kingston_Ontario.html
377,706,Agnes Etherington Art Centre,"36 University Ave, Kingston, Ontario",44.225936600000004,-76.4957318142857,"36 University Ave, Kingston, Ontario K7L 3N6 Canada",T377,4.5,"['Art Museums', 'Art Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d538077-Reviews-Agnes_Etherington_Art_Centre-Kingston_Ontario.html
378,707,King’s Crossing Fashion Outlets,"101 Dalton Ave, Kingston, Ontario",44.26592452207878,-76.50307281005293,"101 Dalton Ave, Kingston, Ontario K7K 0C4 Canada",T378,3.6,"['Factory Outlets', 'Factory Outlets']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4183386-Reviews-King_s_Crossing_Fashion_Outlets-Kingston_Ontario.html
379,708,Marine Museum of the Great Lakes,"53 Yonge St, Kingston, Ontario",44.2190469,-76.5171887,"53 Yonge St, Kingston, Ontario K7M 6G4 Canada",T379,4.1,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d319253-Reviews-Marine_Museum_of_the_Great_Lakes-Kingston_Ontario.html
380,709,Royal Military College Museum,"Royal Military College, Kingston, Ontario",44.231710899999996,-76.46802952507679,"Royal Military College of Canada, Kingston, Ontario K7K 7B4 Canada",T380,4.3,"['Military Museums', 'Military Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d536160-Reviews-Royal_Military_College_Museum-Kingston_Ontario.html
381,710,Richardson Stadium,"948 Johnson Street, Kingston, Ontario",44.230582507692304,-76.51740996538462,"948 Johnson Street, Kingston, Ontario Canada",T381,4.4,"['Arenas & Stadiums', 'Arenas & Stadiums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4174198-Reviews-Richardson_Stadium-Kingston_Ontario.html
382,711,MacLachlan Woodworking Museum,"2993 Highway 2, Kingston, Ontario",44.2411033,-76.4386217,"2993 Highway 2 E, Kingston, Ontario K7L 4V1 Canada",T382,4.0,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4174185-Reviews-MacLachlan_Woodworking_Museum-Kingston_Ontario.html
383,712,Martello on Brock,"66 Brock St, Kingston, Ontario",44.230449899999996,-76.48205886666666,"66 Brock St, Kingston, Ontario K7L 1R9 Canada",T383,5.0,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154992-d20024366-Reviews-Martello_on_Brock-Kingston_Ontario.html
384,714,Riverhead Brewing Company Ltd.,"631 Fortune Cres, Kingston, Ontario",44.2730551,-76.5674541,"631 Fortune Cres Unit 10, Kingston, Ontario K7P 0L5 Canada",T384,4.2,"['Breweries', 'Breweries']",https://www.tripadvisor.ca/Attraction_Review-g154992-d12673776-Reviews-Riverhead_Brewing_Company_Ltd-Kingston_Ontario.html
385,715,Gaskin Lion,"9 King Street, Kingston, Ontario",44.2441082,-76.6103187,"9 King Street East, Kingston, Ontario K7L 3B5 Canada",T385,4.9,"['Monuments & Statues', 'Monuments & Statues']",https://www.tripadvisor.ca/Attraction_Review-g154992-d13183475-Reviews-Gaskin_Lion-Kingston_Ontario.html
386,716,The Tett Centre for Creativity and Learning,"370 King St, Kingston, Ontario",44.2441082,-76.6103187,"370 King St W, Kingston, Ontario K7L 2X4 Canada",T386,4.7,"['Art Galleries', 'Points of Interest & Landmarks', 'Art Galleries', 'Points of Interest & Landmarks']",https://www.tripadvisor.ca/Attraction_Review-g154992-d10187803-Reviews-The_Tett_Centre_for_Creativity_and_Learning-Kingston_Ontario.html
387,717,Marshlands Conservation Area,"1641 Perth Rd, Kingston, Ontario",44.2843773,-76.5022216,"1641 Perth Rd, Kingston, Ontario K0H 1S0 Canada",T387,4.4,"['Nature & Wildlife Areas', 'Parks', 'Nature & Wildlife Areas', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154992-d12966834-Reviews-Marshlands_Conservation_Area-Kingston_Ontario.html
388,718,Skeleton Park,"30 Alma St, Kingston, Ontario",44.23590616521739,-76.48910494347827,"30 Alma St, Kingston, Ontario K7K 1J6 Canada",T388,4.1,"['Historic Sites', 'Points of Interest & Landmarks', 'Parks', 'Historic Sites', 'Points of Interest & Landmarks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154992-d12711519-Reviews-Skeleton_Park-Kingston_Ontario.html
389,719,Domino Theatre,"52 Church St, Kingston, Ontario",44.22286265679269,-76.51881167761593,"52 Church St Harold Harvey Centre, Kingston, Ontario K7M 1H3 Canada",T389,4.7,"['Theatres', 'Theatres']",https://www.tripadvisor.ca/Attraction_Review-g154992-d11611870-Reviews-Domino_Theatre-Kingston_Ontario.html
390,721,Memorial Centre Farmers' Market,"303 York Street, Kingston, Ontario",44.239376,-76.49983378111673,"303 York Street, Kingston, Ontario Canada",T390,4.9,"['Farmers Markets', 'Farmers Markets']",https://www.tripadvisor.ca/Attraction_Review-g154992-d9835340-Reviews-Memorial_Centre_Farmers_Market-Kingston_Ontario.html
391,723,Gallery Raymond,"334 Princess St, Kingston, Ontario",44.23259277391304,-76.48990491304347,"334 Princess St, Kingston, Ontario K7L 1B6 Canada",T391,4.8,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154992-d10396499-Reviews-Gallery_Raymond-Kingston_Ontario.html
392,724,Frontenac Mall,"1300 Bath Rd, Kingston, Ontario",44.2393635,-76.5473662,"1300 Bath Rd, Kingston, Ontario K7M 4X4 Canada",T392,3.4,"['Shopping Malls', 'Shopping Malls']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4184587-Reviews-Frontenac_Mall-Kingston_Ontario.html
393,725,Frontenac County Schools Museum,"414 Regent St, Kingston, Ontario",44.2403099,-76.4621029,"414 Regent St, Kingston, Ontario K7K 5R1 Canada",T393,4.5,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4222028-Reviews-Frontenac_County_Schools_Museum-Kingston_Ontario.html
394,726,Frontenac County Court House National Historic Site,"5 Court St, Kingston, Ontario",44.22740121796522,-76.49017956490553,"5 Court St, Kingston, Ontario K7L 2N4 Canada",T394,4.6,"['Historic Sites', 'Architectural Buildings', 'Historic Sites', 'Architectural Buildings']",https://www.tripadvisor.ca/Attraction_Review-g154992-d12875604-Reviews-Frontenac_County_Court_House_National_Historic_Site-Kingston_Ontario.html
395,727,Kingston Frameworks,"198 Princess St, Kingston, Ontario",44.2319649,-76.4858756,"198 Princess St Corner of Princess and Montreal Streets, Kingston, Ontario K7L 1B2 Canada",T395,4.8,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154992-d10784839-Reviews-Kingston_Frameworks-Kingston_Ontario.html
396,729,St. Andrew's Presbyterian Church,"130 Clergy St, Kingston, Ontario",44.2317932,-76.4894506,"130 Clergy St E, Kingston, Ontario K7K 3S3 Canada",T396,4.4,"['Churches & Cathedrals', 'Churches & Cathedrals']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4660119-Reviews-St_Andrew_s_Presbyterian_Church-Kingston_Ontario.html
397,730,Waddell Apples - Orchard & Bakery,"1345 Washburn Rd, Kingston, Ontario",44.3894325,-76.3247357,"1345 Washburn Rd, Kingston, Ontario K0H 2N0 Canada",T397,3.7,"['Farms', 'Farms']",https://www.tripadvisor.ca/Attraction_Review-g154992-d12558895-Reviews-Waddell_Apples_Orchard_Bakery-Kingston_Ontario.html
398,731,Fort Frontenac Ruins,"388 Ontario Street, Kingston, Ontario",44.2344131,-76.477399,"388 Ontario Street, Kingston, Ontario K7K 2X9 Canada",T398,3.5,"['Historic Sites', 'Historic Sites']",https://www.tripadvisor.ca/Attraction_Review-g154992-d12409044-Reviews-Fort_Frontenac_Ruins-Kingston_Ontario.html
399,732,Window Art Gallery,"647A Princess St, Kingston, Ontario",44.23757446,-76.50275626,"647A Princess St Entrance on Victoria St., Kingston, Ontario K7L 1E4 Canada",T399,5.0,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154992-d10457158-Reviews-Window_Art_Gallery-Kingston_Ontario.html
400,733,Princess of Wales' Own Regiment Military Museum,"100 Montreal St, Kingston, Ontario",44.23398,-76.48557112295083,"100 Montreal St, Kingston, Ontario K7K 3E8 Canada",T400,3.8,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4221853-Reviews-Princess_of_Wales_Own_Regiment_Military_Museum-Kingston_Ontario.html
401,734,Studio 22,"320 King St, Kingston, Ontario",44.2441082,-76.6103187,"320 King St E, Kingston, Ontario K7L 3B4 Canada",T401,4.5,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154992-d10686487-Reviews-Studio_22-Kingston_Ontario.html
402,736,Breakwater Park,"King St W, Kingston, Ontario",44.2201506,-76.5302345,"King St W, Kingston, Ontario Canada",T402,3.5,"['Beaches', 'Beaches']",https://www.tripadvisor.ca/Attraction_Review-g154992-d15094366-Reviews-Breakwater_Park-Kingston_Ontario.html
403,737,St James Anglican Church,"10 Union St, Kingston, Ontario",44.2275317,-76.4917037,"10 Union St W, Kingston, Ontario K7L 2N7 Canada",T403,5.0,"['Churches & Cathedrals', 'Churches & Cathedrals']",https://www.tripadvisor.ca/Attraction_Review-g154992-d12948081-Reviews-St_James_Anglican_Church-Kingston_Ontario.html
404,738,Encounter Church,"1201 Division St, Kingston, Ontario",44.2654823,-76.4966434,"1201 Division St Unit 14, Kingston, Ontario K7K 6X4 Canada",T404,5.0,"['Churches & Cathedrals', 'Churches & Cathedrals']",https://www.tripadvisor.ca/Attraction_Review-g154992-d17154785-Reviews-Encounter_Church-Kingston_Ontario.html
405,739,Chalmers United Church,"212 Barrie St, Kingston, Ontario",44.22923555714286,-76.49117114285714,"212 Barrie St, Kingston, Ontario K7L 3K3 Canada",T405,4.0,"['Churches & Cathedrals', 'Churches & Cathedrals']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4660122-Reviews-Chalmers_United_Church-Kingston_Ontario.html
406,740,Modern Fuel Artist-Run Centre,"370 King St, Kingston, Ontario",44.2441082,-76.6103187,"370 King St W Suite 305, Kingston, Ontario K7L 2X4 Canada",T406,4.5,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4174187-Reviews-Modern_Fuel_Artist_Run_Centre-Kingston_Ontario.html
407,741,St Mark’s Anglican Church,"268 Main St, Kingston, Ontario",44.24360368884331,-76.4627556034022,"268 Main St Barriefield Village, Kingston, Ontario K7K 6W4 Canada",T407,3.5,"['Churches & Cathedrals', 'Churches & Cathedrals']",https://www.tripadvisor.ca/Attraction_Review-g154992-d8634428-Reviews-St_Mark_s_Anglican_Church-Kingston_Ontario.html
408,742,Queen's University Archives,"Kathleen Ryan Hall, Kingston, Ontario",44.226611,-76.492435,"Kathleen Ryan Hall Queen's University, Kingston, Ontario K7L 3N6 Canada",T408,4.0,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4221898-Reviews-Queen_s_University_Archives-Kingston_Ontario.html
409,743,Kingston Scout Museum,"640 MacDonnell Street, Kingston, Ontario",44.24429637413676,-76.50638560499317,"640 MacDonnell Street K7k 4x1, Kingston, Ontario Canada",T409,4.0,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4173932-Reviews-Kingston_Scout_Museum-Kingston_Ontario.html
410,745,Kingston Archaeological Centre,"611 Princess St, Kingston, Ontario",44.2363762,-76.4998548,"611 Princess St K7L 1E1, Kingston, Ontario K7L 1E1 Canada",T410,1.0,"['History Museums', 'History Museums']",https://www.tripadvisor.ca/Attraction_Review-g154992-d4173924-Reviews-Kingston_Archaeological_Centre-Kingston_Ontario.html
411,748,Huron Natural Area,"801 Trillium Dr, Kitchener, Ontario",43.4000518,-80.4726835,"801 Trillium Dr, Kitchener, Ontario N2R 1J9 Canada",T411,4.7,"['Nature & Wildlife Areas', 'Nature & Wildlife Areas']",https://www.tripadvisor.ca/Attraction_Review-g181747-d8506405-Reviews-Huron_Natural_Area-Kitchener_Region_of_Waterloo_Ontario.html
412,750,Descendants Beer and Beverage Co Ltd.,"319 Victoria St, Kitchener, Ontario",43.4724424,-80.4765675,"319 Victoria St N, Kitchener, Ontario N2H 5E1 Canada",T412,4.6,"['Breweries', 'Breweries']",https://www.tripadvisor.ca/Attraction_Review-g181747-d12420218-Reviews-Descendants_Beer_and_Beverage_Co_Ltd-Kitchener_Region_of_Waterloo_Ontario.html
413,751,Ken Seiling Waterloo Region Museum,"10 Huron Rd, Kitchener, Ontario",43.40170945,-80.43692727191393,"10 Huron Rd, Kitchener, Ontario N2P 2R7 Canada",T413,4.5,"['History Museums', 'History Museums']",https://www.tripadvisor.ca/Attraction_Review-g181747-d279099-Reviews-Ken_Seiling_Waterloo_Region_Museum-Kitchener_Region_of_Waterloo_Ontario.html
414,752,Doon Heritage Village,"10 Huron Rd, Kitchener, Ontario",43.40170945,-80.43692727191393,"10 Huron Rd, Kitchener, Ontario N2P 2R7 Canada",T414,4.7,"['Points of Interest & Landmarks', 'Points of Interest & Landmarks']",https://www.tripadvisor.ca/Attraction_Review-g181747-d4308571-Reviews-Doon_Heritage_Village-Kitchener_Region_of_Waterloo_Ontario.html
415,753,McLennan Park,"901 Ottawa St., Kitchener, Ontario",43.4492441,-80.4636666,"901 Ottawa St. S, Kitchener, Ontario N2G 4G7 Canada",T415,4.3,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g181747-d6922324-Reviews-McLennan_Park-Kitchener_Region_of_Waterloo_Ontario.html
416,754,Schneider Haus National Historic Site,"466 Queen St, Kitchener, Ontario",43.4486744,-80.4895374,"466 Queen St S, Kitchener, Ontario N2G 1W7 Canada",T416,4.6,"['History Museums', 'History Museums']",https://www.tripadvisor.ca/Attraction_Review-g181747-d2460037-Reviews-Schneider_Haus_National_Historic_Site-Kitchener_Region_of_Waterloo_Ontario.html
417,755,Bingemans Big Splash,"425 Bingemans Centre, Kitchener, Ontario",43.4753127,-80.44257113905977,"425 Bingemans Centre Dr, Kitchener, Ontario N2B 3X7 Canada",T417,3.4,"['Water Parks', 'Water Parks']",https://www.tripadvisor.ca/Attraction_Review-g181747-d2251825-Reviews-Bingemans_Big_Splash-Kitchener_Region_of_Waterloo_Ontario.html
418,756,THEMUSEUM,"10 King St, Kitchener, Ontario",43.4362636,-80.4564443,"10 King St W, Kitchener, Ontario N2G 1A3 Canada",T418,3.7,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g181747-d2424321-Reviews-THEMUSEUM-Kitchener_Region_of_Waterloo_Ontario.html
419,757,Kitchener City Hall,"200 King Street, Kitchener, Ontario",43.4362636,-80.4564443,"200 King Street West, Kitchener, Ontario N2G 4G7 Canada",T419,4.2,"['Points of Interest & Landmarks', 'Points of Interest & Landmarks']",https://www.tripadvisor.ca/Attraction_Review-g181747-d4558042-Reviews-Kitchener_City_Hall-Kitchener_Region_of_Waterloo_Ontario.html
420,758,Chicopee Ski & Summer Resort,"396 Morrison Rd, Kitchener, Ontario",43.43394998750822,-80.41543896447453,"396 Morrison Rd, Kitchener, Ontario N2A 2Z6 Canada",T420,3.8,"['Ski & Snowboard Areas', 'Ski & Snowboard Areas']",https://www.tripadvisor.ca/Attraction_Review-g181747-d2547697-Reviews-Chicopee_Ski_Summer_Resort-Kitchener_Region_of_Waterloo_Ontario.html
421,759,Go Bananas Adventure Climbing,"3-50 Borden Ave, Kitchener, Ontario",43.4423514,-80.4751159,"3-50 Borden Ave S, Kitchener, Ontario N2G 3R5 Canada",T421,5.0,"['Playgrounds', 'Playgrounds']",https://www.tripadvisor.ca/Attraction_Review-g181747-d13992378-Reviews-Go_Bananas_Adventure_Climbing-Kitchener_Region_of_Waterloo_Ontario.html
422,760,St. Mary Our Lady of the Seven Sorrows Church,"56 Duke St, Kitchener, Ontario",43.45218455,-80.49024281507879,"56 Duke St W, Kitchener, Ontario N2H 3W7 Canada",T422,4.9,"['Churches & Cathedrals', 'Churches & Cathedrals']",https://www.tripadvisor.ca/Attraction_Review-g181747-d4717337-Reviews-St_Mary_Our_Lady_of_the_Seven_Sorrows_Church-Kitchener_Region_of_Waterloo_Ontario.html
423,761,Waterloo Pioneers Memorial Tower,"300 Lookout Lane, Kitchener, Ontario",43.4014933,-80.4162077,"300 Lookout Lane, Kitchener, Ontario N2P 2X8 Canada",T423,4.0,"['Points of Interest & Landmarks', 'Observation Decks & Towers', 'Points of Interest & Landmarks', 'Observation Decks & Towers']",https://www.tripadvisor.ca/Attraction_Review-g181747-d6881591-Reviews-Waterloo_Pioneers_Memorial_Tower-Kitchener_Region_of_Waterloo_Ontario.html
