,Unnamed: 0,uncleaned_index,item_name,item_address,lat,lon,OGaddress,index,review_score,price,categories,diets,url
1444,1515,2193,Subway,"470 Norfolk Street, Simcoe, Ontario",42.84715213636363,-80.30761833636362,"470 Norfolk Street South, Simcoe, Ontario N3Y 2X3 Canada",R1515,4.2,1.0,"['Fast food', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g181739-d5775430-Reviews-Subway-Simcoe_Norfolk_County_Ontario.html
1445,1516,2194,Gator BBQ,"175 West St, Simcoe, Ontario",42.83548238666667,-80.30968611333333,"175 West St, Simcoe, Ontario N3Y 1S7 Canada",R1516,4.3,2.5,['Barbecue'],[],https://www.tripadvisor.ca/Restaurant_Review-g181739-d14864467-Reviews-Gator_BBQ-Simcoe_Norfolk_County_Ontario.html
1446,1517,2195,M's Good Food,"318 Main St, Port Dover, Ontario",42.78675760316639,-80.20331025275772,"318 Main St Unit C, Port Dover, Ontario N0A 1N0 Canada",R1517,4.3,2.5,"['Healthy', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g940854-d10306953-Reviews-M_s_Good_Food-Port_Dover_Norfolk_County_Ontario.html
1447,1518,2196,Domino's Pizza Simcoe,"107 Queensway East, Simcoe, Ontario",42.84800591815185,-80.29596826617976,"107 Queensway East, Simcoe, Ontario N3Y 4M5 Canada",R1518,3.9,2.5,"['Pizza', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g181739-d4848696-Reviews-Domino_s_Pizza_Simcoe-Simcoe_Norfolk_County_Ontario.html
1448,1519,2197,Normandale Century Store,"2326 Front Rd, Normandale, Ontario",42.71065760130003,-80.31217880465803,"2326 Front Rd, Normandale, Ontario N0E 1W0 Canada",R1519,4.0,2.5,[],[],https://www.tripadvisor.ca/Restaurant_Review-g3199057-d4852743-Reviews-Normandale_Century_Store-Normandale_Norfolk_County_Ontario.html
1449,1520,2198,Olde Tyme Deli and Eatery,"1023 Bay St, Port Rowan, Ontario",42.623865933333335,-80.45057766666667,"1023 Bay St, Port Rowan, Ontario N0E 1M0 Canada",R1520,4.4,4.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g666693-d12871218-Reviews-Olde_Tyme_Deli_and_Eatery-Port_Rowan_Norfolk_County_Ontario.html
1450,1521,2199,Yummy Chow Chinese Restaurant,"162 Main Street, Delhi, Ontario",43.0032821,-80.4283666,"162 Main Street of Delhi, Delhi, Ontario N4B 2L9 Canada",R1521,3.7,2.5,"['Chinese', 'Asian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g940855-d10147621-Reviews-Yummy_Chow_Chinese_Restaurant-Delhi_Norfolk_County_Ontario.html
1451,1522,2200,Godfather's Pizza,"333 James St, Delhi, Ontario",42.8527326537582,-80.49299341300353,"333 James St, Delhi, Ontario N4B 2B3 Canada",R1522,4.0,1.0,"['Pizza', 'Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g940855-d975534-Reviews-Godfather_s_Pizza-Delhi_Norfolk_County_Ontario.html
1452,1523,2201,The Little Belgian,"257 James St, Delhi, Ontario",42.8548011,-80.49413059999999,"257 James St, Delhi, Ontario N4B 2B2 Canada",R1523,3.8,2.5,"['Bar', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g940855-d12947141-Reviews-The_Little_Belgian-Delhi_Norfolk_County_Ontario.html
1454,1525,2203,Hide-Away Hitchin-Post,"4 Albert St, Langton, Ontario",42.7422679,-80.5769875,"4 Albert St, Langton, Ontario N0E 1G0 Canada",R1525,3.4,2.5,"['American', 'Bar', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g5444336-d4493745-Reviews-Hide_Away_Hitchin_Post-Langton_Norfolk_County_Ontario.html
1455,1526,2204,Steamies,"1012 Bay Street, Port Rowan, Ontario",42.623537,-80.4499059,"1012 Bay Street, Port Rowan, Ontario N0E 1W0 Canada",R1526,4.3,8.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g666693-d14799383-Reviews-Steamies-Port_Rowan_Norfolk_County_Ontario.html
1456,1527,2205,Mai & Pai's Restaurant and Cafe,"382 James St, Delhi, Ontario",42.851282264285715,-80.4927875642857,"382 James St, Delhi, Ontario N4B 2B7 Canada",R1527,3.8,2.5,"['American', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g940855-d17614610-Reviews-Mai_Pai_s_Restaurant_and_Cafe-Delhi_Norfolk_County_Ontario.html
1457,1528,2206,Pizza Hut,"511 Main St, Port Dover, Ontario",42.78889895,-80.20696845,"511 Main St, Port Dover, Ontario N0A 1N0 Canada",R1528,4.0,5.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g940854-d16693758-Reviews-Pizza_Hut-Port_Dover_Norfolk_County_Ontario.html
1458,1529,2207,Pizza Buoys,"153 Front Rd, Port Rowan, Ontario",42.6128136,-80.46270940000001,"153 Front Rd, Port Rowan, Ontario N0E 1M0 Canada",R1529,4.6,2.5,"['Italian', 'Pizza']",[],https://www.tripadvisor.ca/Restaurant_Review-g666693-d20264971-Reviews-Pizza_Buoys-Port_Rowan_Norfolk_County_Ontario.html
1459,1530,2208,Wimpy's Diner,"109 Queensway Avenue, Simcoe, Ontario",42.84544341700254,-80.31185344190091,"109 Queensway Avenue East, Simcoe, Ontario N3Y 4M5 Canada",R1530,3.2,2.5,"['Diner', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g181739-d14956528-Reviews-Wimpy_s_Diner-Simcoe_Norfolk_County_Ontario.html
1460,1531,2209,Chef Stan's,"1029 Bay Street, Port Rowan, Ontario",42.624100033333335,-80.45076836666667,"1029 Bay Street, Port Rowan, Ontario N0E 1M0 Canada",R1531,5.0,3.0,"['Barbecue', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g666693-d21223588-Reviews-Chef_Stan_s-Port_Rowan_Norfolk_County_Ontario.html
1461,1532,2210,The Moo & Chew,"213 Main St, Port Dover, Ontario",42.78548402000001,-80.20200726,"213 Main St, Port Dover, Ontario N0A 1N0 Canada",R1532,5.0,4.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g940854-d18374275-Reviews-The_Moo_Chew-Port_Dover_Norfolk_County_Ontario.html
1463,1534,2213,Kelly's Cove,"259 Cedar Dr, Turkey Point, Ontario",42.6808748,-80.3322918,"259 Cedar Dr suite B, Turkey Point, Ontario N0E 1T0 Canada",R1534,3.7,1.0,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g2209460-d14210816-Reviews-Kelly_s_Cove-Turkey_Point_Norfolk_County_Ontario.html
1465,1536,2216,First Mate's,"136 Erie Blvd, Port Rowan, Ontario",42.6248441,-80.44874909999999,"136 Erie Blvd, Port Rowan, Ontario N0E 1M0 Canada",R1536,4.0,1.0,"['American', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g666693-d18083586-Reviews-First_Mate_s-Port_Rowan_Norfolk_County_Ontario.html
1466,1537,2217,Bayview Restaurant,"101 Cedar Dr, Turkey Point, Ontario",42.690865896454405,-80.32814654236033,"101 Cedar Dr, Turkey Point, Ontario N0E 1T0 Canada",R1537,3.0,8.0,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g2209460-d14905872-Reviews-Bayview_Restaurant-Turkey_Point_Norfolk_County_Ontario.html
1467,1538,2218,Circus Room Diner,"959 24 Hwy, Simcoe, Ontario",42.843410299999995,-80.3062135,"959 24 Hwy E, Simcoe, Ontario N0E 1P0 Canada",R1538,3.1,2.5,"['American', 'Bar', 'Diner']",[],https://www.tripadvisor.ca/Restaurant_Review-g181739-d5482368-Reviews-Circus_Room_Diner-Simcoe_Norfolk_County_Ontario.html
1468,1539,2219,Subway,"422 James Street, Delhi, Ontario",42.850078,-80.4926485,"422 James Street, Delhi, Ontario N4B 1X9 Canada",R1539,3.0,8.0,['Fast food'],[],https://www.tripadvisor.ca/Restaurant_Review-g940855-d4881818-Reviews-Subway-Delhi_Norfolk_County_Ontario.html
1469,1540,2220,Turkey Point Hotel,"93 Cedar Drive, Turkey Point, Ontario",42.691425019577736,-80.32785152416874,"93 Cedar Drive, Turkey Point, Ontario N0E 1T0 Canada",R1540,3.0,2.5,"['Bar', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g2209460-d3337656-Reviews-Turkey_Point_Hotel-Turkey_Point_Norfolk_County_Ontario.html
1470,1541,2221,Howe's Cafe,"230 Cedar Dr, Turkey Point, Ontario",42.6824109,-80.33163640000001,"230 Cedar Dr, Turkey Point, Ontario N0E 1W0 Canada",R1541,2.0,4.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g2209460-d8499304-Reviews-Howe_s_Cafe-Turkey_Point_Norfolk_County_Ontario.html
1471,1542,2222,Dairy Queen Grill & Chill,"421 Main St, Port Dover, Ontario",42.787642181632656,-80.20502506938777,"421 Main St, Port Dover, Ontario N0A 1N0 Canada",R1542,2.8,1.0,"['Quick Bites', 'Fast food', 'Grill']",[],https://www.tripadvisor.ca/Restaurant_Review-g940854-d14100372-Reviews-Dairy_Queen_Grill_Chill-Port_Dover_Norfolk_County_Ontario.html
1473,1544,2225,Swazzee's,"Old Hwy 24, Waterford, Ontario",42.966963299999996,-80.3035897,"Old Hwy 24, Waterford, Ontario N0E 1Y0 Canada",R1544,2.7,2.5,"['Bar', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g947965-d5098247-Reviews-Swazzee_s-Waterford_Norfolk_County_Ontario.html
1475,1546,2228,The Sub Place,"955 McKeown Ave, North Bay, Ontario",46.334259,-79.46695809999999,"955 McKeown Ave, North Bay, Ontario P1B 9P3 Canada",R1546,4.7,1.0,"['Fast food', 'Mediterranean', 'Greek']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g155000-d3807712-Reviews-The_Sub_Place-North_Bay_Northeastern_Ontario_Ontario.html
1487,1558,2240,Arugula Fresh,"1066 Fisher St, North Bay, Ontario",46.31097570000001,-79.4496098,"1066 Fisher St, North Bay, Ontario P1B 2G5 Canada",R1558,4.0,2.5,"['Italian', 'Pizza', 'Canadian']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g155000-d5033208-Reviews-Arugula_Fresh-North_Bay_Northeastern_Ontario_Ontario.html
1490,1561,2243,Indra's Curry House,"454 Main St, North Bay, Ontario",46.60970324249592,-80.96268764752088,"454 Main St E, North Bay, Ontario P1B 1B5 Canada",R1561,4.5,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155000-d1868558-Reviews-Indra_s_Curry_House-North_Bay_Northeastern_Ontario_Ontario.html
1493,1564,2246,Syl's Neighbourhood Kitchen,"850 McKeown Avenue, North Bay, Ontario",46.334259,-79.46695809999999,"850 McKeown Avenue North Bay Ontario Building C, North Bay, Ontario P1B 8M1 Canada",R1564,4.3,2.5,"['Bar', 'Canadian', 'Vegetarian Friendly']","['vegan options', 'vegetarian friendly']",https://www.tripadvisor.ca/Restaurant_Review-g155000-d13395093-Reviews-Syl_s_Neighbourhood_Kitchen-North_Bay_Northeastern_Ontario_Ontario.html
1500,1571,2253,Mr Pancho,"221 Algonquin Ave, North Bay, Ontario",45.3816316,-75.7740585,"221 Algonquin Ave, North Bay, Ontario P1B 4V8 Canada",R1571,4.8,2.5,['Mexican'],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d15027112-Reviews-Mr_Pancho-North_Bay_Northeastern_Ontario_Ontario.html
1504,1575,2257,North Star Diner,"348 Algonquin Ave, North Bay, Ontario",45.3816316,-75.7740585,"348 Algonquin Ave, North Bay, Ontario P1B 4W3 Canada",R1575,4.9,2.5,"['Healthy', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d14064136-Reviews-North_Star_Diner-North_Bay_Northeastern_Ontario_Ontario.html
1505,1576,2258,Greco's Pizza,"221 Lakeshore Dr, North Bay, Ontario",48.49106709776967,-89.09078503084118,"221 Lakeshore Dr, North Bay, Ontario P1A 2B7 Canada",R1576,3.9,2.5,"['Italian', 'Pizza', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d5769312-Reviews-Greco_s_Pizza-North_Bay_Northeastern_Ontario_Ontario.html
1506,1577,2259,Swiss Chalet Rotisserie & Grill,"1899 Algonquin Ave, North Bay, Ontario",46.332020299999996,-79.4666342,"1899 Algonquin Ave, North Bay, Ontario P1B 4Y8 Canada",R1577,3.7,2.5,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d2174651-Reviews-Swiss_Chalet_Rotisserie_Grill-North_Bay_Northeastern_Ontario_Ontario.html
1508,1579,2262,Between the Bun,"406 Main St, North Bay, Ontario",43.691776399999995,-79.3036249,"406 Main St E, North Bay, Ontario P1B 1B5 Canada",R1579,4.8,1.0,"['Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155000-d10522815-Reviews-Between_the_Bun-North_Bay_Northeastern_Ontario_Ontario.html
1509,1580,2263,J T Sushi,"225 Lakeshore Dr, North Bay, Ontario",48.491054464267826,-89.0905738014669,"225 Lakeshore Dr, North Bay, Ontario P1A 2B7 Canada",R1580,3.5,2.5,"['Japanese', 'Sushi', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d2203602-Reviews-J_T_Sushi-North_Bay_Northeastern_Ontario_Ontario.html
1510,1581,2264,Zack's Corner Restaurant,"407 Ferguson St, North Bay, Ontario",46.31048225,-79.46360437515023,"407 Ferguson St, North Bay, Ontario P1B 1X3 Canada",R1581,4.4,1.0,"['Diner', 'Canadian', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155000-d10780808-Reviews-Zack_s_Corner_Restaurant-North_Bay_Northeastern_Ontario_Ontario.html
1511,1582,2265,SugarDaddy,"540 Lakeshore Dr, North Bay, Ontario",46.2723533,-79.4431627,"540 Lakeshore Dr, North Bay, Ontario P1A 2E6 Canada",R1582,4.6,2.5,"['Bar', 'Pub', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d14932531-Reviews-SugarDaddy-North_Bay_Northeastern_Ontario_Ontario.html
1514,1585,2268,Oak East Eatery,"207 Ferguson St, North Bay, Ontario",46.20892557555555,-82.07540085111111,"207 Ferguson St, North Bay, Ontario P1B 1W9 Canada",R1585,4.9,1.0,"['Cafe', 'Healthy', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d13582078-Reviews-Oak_East_Eatery-North_Bay_Northeastern_Ontario_Ontario.html
1517,1588,2271,Manshou Chinese Restaurant,"127 Lakeshore Dr, North Bay, Ontario",43.956502322561825,-78.1525723289215,"127 Lakeshore Dr, North Bay, Ontario P1A 2A9 Canada",R1588,4.1,2.5,"['Chinese', 'Asian', 'Cantonese']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d10366645-Reviews-Manshou_Chinese_Restaurant-North_Bay_Northeastern_Ontario_Ontario.html
1518,1589,2272,Pinewood Restaurant,"201 Pinewood Park, North Bay, Ontario",49.710963899999996,-94.8515623,"201 Pinewood Park Dr, North Bay, Ontario P1B 8Z4 Canada",R1589,3.9,2.5,"['American', 'International', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d707967-Reviews-Pinewood_Restaurant-North_Bay_Northeastern_Ontario_Ontario.html
1519,1590,2273,Montana's,"1899 Algonquin Ave, North Bay, Ontario",46.332020299999996,-79.4666342,"1899 Algonquin Ave, North Bay, Ontario P1B 4Y8 Canada",R1590,3.5,2.5,"['American', 'Bar', 'Barbecue']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d10222762-Reviews-Montana_s-North_Bay_Northeastern_Ontario_Ontario.html
1520,1591,2274,George's China Kitchen,"70 Lakeshore Dr, North Bay, Ontario",44.5657651,-80.452431,"70 Lakeshore Dr, North Bay, Ontario P1A 2A3 Canada",R1591,3.8,2.5,"['Chinese', 'Asian', 'Cantonese']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d4874058-Reviews-George_s_China_Kitchen-North_Bay_Northeastern_Ontario_Ontario.html
1521,1592,2275,Winnies Pub,"631 Lakeshore Dr, North Bay, Ontario",46.268437799999994,-79.44119145954642,"631 Lakeshore Dr, North Bay, Ontario P1A 2E7 Canada",R1592,4.3,2.5,"['Steakhouse', 'Bar', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d5077830-Reviews-Winnies_Pub-North_Bay_Northeastern_Ontario_Ontario.html
1522,1593,2276,Auntie Jane's Restaurant,"725 Main St, North Bay, Ontario",49.717496675,-86.950383775,"725 Main St E, North Bay, Ontario P1B 1C2 Canada",R1593,3.6,2.5,"['American', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d10670530-Reviews-Auntie_Jane_s_Restaurant-North_Bay_Northeastern_Ontario_Ontario.html
1523,1594,2277,Mr. Sub,"1307 Algonquin Ave, North Bay, Ontario",45.3816316,-75.7740585,"1307 Algonquin Ave, North Bay, Ontario P1B 4Y4 Canada",R1594,4.4,4.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d4873984-Reviews-Mr_Sub-North_Bay_Northeastern_Ontario_Ontario.html
1524,1595,2278,Domino's Pizza,"41 Lakeshore Dr, North Bay, Ontario",44.47594960000001,-77.0412845,"41 Lakeshore Dr, North Bay, Ontario P1A 2A1 Canada",R1595,4.0,1.0,"['Pizza', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d768078-Reviews-Domino_s_Pizza-North_Bay_Northeastern_Ontario_Ontario.html
1525,1596,2280,The Portage,"170 Peninsula Rd, North Bay, Ontario",44.66241166095541,-77.92377007252063,"170 Peninsula Rd, North Bay, Ontario P1B 8G4 Canada",R1596,4.1,1.0,"['Bar', 'Pizza', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d977356-Reviews-The_Portage-North_Bay_Northeastern_Ontario_Ontario.html
1526,1597,2281,Fox and Fiddle,"112 Spencer Ave, North Bay, Ontario",46.3313141,-79.46537940000002,"112 Spencer Ave, North Bay, Ontario P1B 7K6 Canada",R1597,3.6,2.5,"['Bar', 'British', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d3931423-Reviews-Fox_and_Fiddle-North_Bay_Northeastern_Ontario_Ontario.html
1527,1598,2282,Bay truck stop family restaurant,"Hwy 11 north, North Bay, Ontario",46.313799200000005,-79.4381137,"Hwy 11 north, North Bay, Ontario Canada",R1598,3.8,1.0,"['Diner', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d12406050-Reviews-Bay_truck_stop_family_restaurant-North_Bay_Northeastern_Ontario_Ontario.html
1530,1601,2286,Subway,"180 Shirreff Ave, North Bay, Ontario",46.33186,-79.465799,"180 Shirreff Ave, North Bay, Ontario P1B 7K9 Canada",R1601,4.0,1.0,"['American', 'Fast food', 'Deli']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d4871605-Reviews-Subway-North_Bay_Northeastern_Ontario_Ontario.html
1531,1602,2287,A&W,"850 McKeown Ave, North Bay, Ontario",46.334259,-79.46695809999999,"850 McKeown Ave, North Bay, Ontario P1B 8M1 Canada",R1602,3.8,1.0,"['American', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d10277251-Reviews-A_W-North_Bay_Northeastern_Ontario_Ontario.html
1532,1603,2288,Dr Pizza,"1495 Seymour St, North Bay, Ontario",46.306757700000006,-79.4388743,"1495 Seymour St, North Bay, Ontario P1A 0C5 Canada",R1603,4.1,1.0,"['Pizza', 'Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d768081-Reviews-Dr_Pizza-North_Bay_Northeastern_Ontario_Ontario.html
1533,1604,2289,Subway,"280 Pinewood Park, North Bay, Ontario",49.710963899999996,-94.8515623,"280 Pinewood Park Drive, North Bay, Ontario P1B 8Z4 Canada",R1604,4.0,1.0,['Fast food'],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d12153180-Reviews-Subway-North_Bay_Northeastern_Ontario_Ontario.html
1535,1606,2291,Lou Dawg's,"167 Main St, North Bay, Ontario",44.0397807,-77.74670290000002,"167 Main St W, North Bay, Ontario P1B 2T6 Canada",R1606,3.6,3.0,"['Barbecue', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d19582958-Reviews-Lou_Dawg_s-North_Bay_Northeastern_Ontario_Ontario.html
1536,1607,2292,New York Fries,"1500 Fisher St, North Bay, Ontario",46.31097570000001,-79.4496098,"1500 Fisher St Unit Tfc3, North Bay, Ontario P1B 2H3 Canada",R1607,4.3,8.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d5771885-Reviews-New_York_Fries-North_Bay_Northeastern_Ontario_Ontario.html
1537,1608,2293,Lot 88,"850 McKeown Ave, North Bay, Ontario",46.334259,-79.46695809999999,"850 McKeown Ave, North Bay, Ontario P1B 8M1 Canada",R1608,5.0,2.5,"['Italian', 'American', 'Steakhouse']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d21202817-Reviews-Lot_88-North_Bay_Northeastern_Ontario_Ontario.html
1538,1609,2294,Subway,"101 Main St, North Bay, Ontario",48.4801799,-81.2103098,"101 Main St E Unit 1, North Bay, Ontario P1B 2A9 Canada",R1609,3.6,1.0,"['American', 'Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d5093636-Reviews-Subway-North_Bay_Northeastern_Ontario_Ontario.html
1540,1611,2296,Tan Tan Wok,"1500 Fisher St, North Bay, Ontario",46.31097570000001,-79.4496098,"1500 Fisher St Northgate Shopping Centre, North Bay, Ontario P1B 2H3 Canada",R1611,3.5,7.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d5033344-Reviews-Tan_Tan_Wok-North_Bay_Northeastern_Ontario_Ontario.html
1541,1612,2297,Sandwich Classics,"504 Gormanville Rd, North Bay, Ontario",46.3308439,-79.48719609999999,"504 Gormanville Rd, North Bay, Ontario P1B 4V5 Canada",R1612,5.0,4.0,"['Healthy', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d16870245-Reviews-Sandwich_Classics-North_Bay_Northeastern_Ontario_Ontario.html
1542,1613,2298,Golden China,"1006 Cassells St, North Bay, Ontario",46.318526299999995,-79.4433604,"1006 Cassells St, North Bay, Ontario P1B 4A9 Canada",R1613,3.3,2.5,"['Chinese', 'Asian', 'Cantonese']",[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d1595233-Reviews-Golden_China-North_Bay_Northeastern_Ontario_Ontario.html
1543,1614,2299,Miyakoi Sushi,"130-132 Main St, North Bay, Ontario",46.423708500000004,-81.1417475,"130-132 Main St W, North Bay, Ontario P1B 2T5 Canada",R1614,3.3,2.5,"['Chinese', 'Japanese', 'Sushi']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155000-d10347442-Reviews-Miyakoi_Sushi-North_Bay_Northeastern_Ontario_Ontario.html
1544,1615,2300,Country Style,"555 McKeown Ave, North Bay, Ontario",46.3327178,-79.4808413,"555 McKeown Ave Crevier/ Lucky 13 Convenience, North Bay, Ontario P1B 9E4 Canada",R1615,4.0,4.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d15589865-Reviews-Country_Style-North_Bay_Northeastern_Ontario_Ontario.html
1546,1617,2302,Mr.Sub,"1500 Fisher St, North Bay, Ontario",46.31097570000001,-79.4496098,"1500 Fisher St Northgate Shopping Centre, North Bay, Ontario P1B 2H3 Canada",R1617,3.5,9.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d5033845-Reviews-Mr_Sub-North_Bay_Northeastern_Ontario_Ontario.html
1547,1618,2303,Quesada Burritos & Tacos,"789 McKeown Ave, North Bay, Ontario",46.332795399999995,-79.47413879999999,"789 McKeown Ave Unit 4, North Bay, Ontario P1B 0C8 Canada",R1618,3.2,2.5,['Mexican'],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d13234876-Reviews-Quesada_Burritos_Tacos-North_Bay_Northeastern_Ontario_Ontario.html
1548,1619,2304,Milano Pizza,"789 McKeown Ave, North Bay, Ontario",46.332795399999995,-79.47413879999999,"789 McKeown Ave, North Bay, Ontario P1B 0C8 Canada",R1619,3.1,2.5,['Pizza'],[],https://www.tripadvisor.ca/Restaurant_Review-g155000-d11716770-Reviews-Milano_Pizza-North_Bay_Northeastern_Ontario_Ontario.html
1556,1627,2313,Shine Juice Bar & Cafe,"144 Mississaga Street, Orillia, Ontario",44.6062585,-79.4247781,"144 Mississaga Street East, Orillia, Ontario L3V 5A8 Canada",R1627,4.6,2.5,"['Cafe', 'Healthy', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d8152915-Reviews-Shine_Juice_Bar_Cafe-Orillia_Ontario.html
1559,1630,2316,Lake Country Grill,"425 West St, Orillia, Ontario",44.6308483,-79.432879,"425 West St N, Orillia, Ontario L3V 7R2 Canada",R1630,4.1,2.5,"['Italian', 'Brew Pub', 'Bar']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g182145-d4498554-Reviews-Lake_Country_Grill-Orillia_Ontario.html
1562,1633,2319,Viet & Thai Restaurant,"2A Front St, Orillia, Ontario",44.610564200000006,-79.41461770000001,"2A Front St South, Orillia, Ontario L3V 4R9 Canada",R1633,4.4,1.0,"['Asian', 'Thai', 'Vietnamese']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g182145-d1631540-Reviews-Viet_Thai_Restaurant-Orillia_Ontario.html
1563,1634,2320,125 Breakfast Club,"125 Mississaga St, Orillia, Ontario",44.609472804878045,-79.41644381951221,"125 Mississaga St E, Orillia, Ontario L3V 1V6 Canada",R1634,4.7,2.5,"['Canadian', 'Vegetarian Friendly', 'Vegan Options']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d14989709-Reviews-125_Breakfast_Club-Orillia_Ontario.html
1566,1637,2323,The Shack Eatery,"15 Simcoe St, Orillia, Ontario",44.59461917494685,-79.40710917236669,"15 Simcoe St West St. S. & HWY 12, Orillia, Ontario L3V 1G5 Canada",R1637,4.4,1.0,"['International', 'Barbecue', 'Portuguese']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d10223518-Reviews-The_Shack_Eatery-Orillia_Ontario.html
1569,1640,2326,Tre Sorelle,"133 Mississaga St, Orillia, Ontario",44.60954223902439,-79.41627755609754,"133 Mississaga St E, Orillia, Ontario L3V 1V6 Canada",R1640,4.3,2.5,"['Italian', 'Vegetarian Friendly', 'Vegan Options']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g182145-d3783781-Reviews-Tre_Sorelle-Orillia_Ontario.html
1570,1641,2327,Chef Simon's Kitchen,"190 Memorial Ave, Orillia, Ontario",44.597884,-79.42406240000001,"190 Memorial Ave Unit Q, Orillia, Ontario L3V 5X6 Canada",R1641,4.8,1.0,"['Asian', 'Thai', 'Vietnamese']",[],https://www.tripadvisor.ca/Restaurant_Review-g182145-d12255582-Reviews-Chef_Simon_s_Kitchen-Orillia_Ontario.html
