,Unnamed: 0,uncleaned_index,item_name,item_address,lat,lon,OGaddress,index,review_score,price,categories,diets,url
125,138,165,Jack Cook's Wee Sports Pub,"436 Dundas St, Belleville, Ontario",44.146845500000005,-77.40955720000001,"436 Dundas St W, Belleville, Ontario K8P 1B5 Canada",R138,3.9,2.5,"['Brew Pub', 'Bar', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d16884246-Reviews-Jack_Cook_s_Wee_Sports_Pub-Belleville_Ontario.html
126,139,167,The Lark,"37 Bridge Street, Belleville, Ontario",44.1945777,-77.3903559,"37 Bridge Street East, Belleville, Ontario Canada",R139,4.7,2.5,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d17710380-Reviews-The_Lark-Belleville_Ontario.html
127,140,168,Subway,"366 North Front, Belleville, Ontario",44.18793929887762,-77.39637549319204,"366 North Front St Unit #201, Belleville, Ontario K8P 5E6 Canada",R140,3.8,1.0,"['Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d4851979-Reviews-Subway-Belleville_Ontario.html
128,141,169,Subway,"51 Adam Street, Belleville, Ontario",44.19026483043479,-77.38463697065217,"51 Adam Street Unit #3, Belleville, Ontario K8N 5K3 Canada",R141,4.5,8.0,['Deli'],[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d4879370-Reviews-Subway-Belleville_Ontario.html
129,142,170,Feta & Olives,"390 North Front, Belleville, Ontario",44.188590414285706,-77.39669359999998,"390 North Front St Quinte Mall Food Court, Belleville, Ontario K8P 3E1 Canada",R142,4.5,13.0,"['Greek', 'Healthy']",[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d11867166-Reviews-Feta_Olives-Belleville_Ontario.html
130,143,171,Tanjore North Indian Cuisine,"151 Pinnacle St, Belleville, Ontario",44.16188753571429,-77.38140318571429,"151 Pinnacle St, Belleville, Ontario K8N 3A5 Canada",R143,5.0,6.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d21350176-Reviews-Tanjore_North_Indian_Cuisine-Belleville_Ontario.html
131,144,172,Bangkok Thai Station,"230 Front St, Belleville, Ontario",44.16453505555555,-77.3846714,"230 Front St, Belleville, Ontario K8N 2Z2 Canada",R144,5.0,4.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d19487571-Reviews-Bangkok_Thai_Station-Belleville_Ontario.html
132,145,174,Resto 213,"376 Wallbridge-Loyalist Road, Belleville, Ontario",44.1552117,-77.43138004878399,"376 Wallbridge-Loyalist Road, Belleville, Ontario K8N 5B9 Canada",R145,5.0,7.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d15529112-Reviews-Resto_213-Belleville_Ontario.html
133,146,176,Quiznos,"222 Bell Blvd, Belleville, Ontario",44.18538063354011,-77.4095723983112,"222 Bell Blvd Unit 14, Belleville, Ontario K8P 5L7 Canada",R146,3.3,2.5,"['Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d4882461-Reviews-Quiznos-Belleville_Ontario.html
134,147,177,Wild Wing Restaurant,"366 North Front, Belleville, Ontario",44.18793929887762,-77.39637549319204,"366 North Front St, Belleville, Ontario K8P 5E6 Canada",R147,3.1,2.5,"['American', 'Bar', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d3157045-Reviews-Wild_Wing_Restaurant-Belleville_Ontario.html
136,149,179,Bay's Reach Canteen,"1 S Front, Belleville, Ontario",44.1548291,-77.3773715,"1 S Front, Belleville, Ontario Canada",R149,5.0,9.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g154981-d765719-Reviews-Bay_s_Reach_Canteen-Belleville_Ontario.html
145,158,191,Moxie's Grill & Bar,"56 Peel Centre, Brampton, Ontario",43.7501721,-79.63942309999999,"56 Peel Centre Dr, Brampton, Ontario L6T 0E2 Canada",R158,4.2,2.5,"['American', 'Bar', 'Canadian']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d2675031-Reviews-Moxie_s_Grill_Bar-Brampton_Ontario.html
147,160,193,Queen Gypsy,"10 Main St, Brampton, Ontario",43.6998744,-79.7787624,"10 Main St S, Brampton, Ontario L6W 2C3 Canada",R160,4.6,2.5,"['European', 'Eastern European', 'Central European']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d5549943-Reviews-Queen_Gypsy-Brampton_Ontario.html
151,164,198,Bucatini Restaurant & Wine Bar,"170 Bovaird Dr, Brampton, Ontario",43.7057066,-79.7868372,"170 Bovaird Dr W, Brampton, Ontario L7A 1A1 Canada",R164,4.1,2.5,"['Italian', 'Wine Bar', 'Vegetarian Friendly']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d3932661-Reviews-Bucatini_Restaurant_Wine_Bar-Brampton_Ontario.html
152,165,201,Tonino's Pizzeria & Pannini,"10088 McLaughlin Rd, Brampton, Ontario",43.6454182,-79.72877009999999,"10088 McLaughlin Rd, Brampton, Ontario L7A 2X6 Canada",R165,4.3,2.5,"['Italian', 'Pizza', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d3800945-Reviews-Tonino_s_Pizzeria_Pannini-Brampton_Ontario.html
154,167,203,Mirch Masala,"263 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"263 Queen St E, Brampton, Ontario L6W 4K6 Canada",R167,4.4,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d10357856-Reviews-Mirch_Masala-Brampton_Ontario.html
156,169,205,Shawarma Queen,"10 Gillingham Dr, Brampton, Ontario",43.7034875,-79.78484742664233,"10 Gillingham Dr, Brampton, Ontario L6X 5A5 Canada",R169,4.4,1.0,"['Lebanese', 'Fast food', 'Mediterranean']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d4852531-Reviews-Shawarma_Queen-Brampton_Ontario.html
159,172,208,Wally's On Steeles,"1315 Steeles Ave, Brampton, Ontario",43.661147,-79.7386763,"1315 Steeles Ave E, Brampton, Ontario L6T 4N9 Canada",R172,4.1,2.5,"['American', 'Diner', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d9826595-Reviews-Wally_s_On_Steeles-Brampton_Ontario.html
162,175,211,The WORKS Craft Burgers & Beer,"8 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"8 Queen St E, Brampton, Ontario L6V 1A2 Canada",R175,3.8,2.5,"['American', 'Bar', 'Canadian']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d4688986-Reviews-The_WORKS_Craft_Burgers_Beer-Brampton_Ontario.html
164,177,214,Indian Hero,"8920 Highway 50, Brampton, Ontario",43.8363576,-79.6886446,"8920 Highway 50 unit E-1, Brampton, Ontario L6P 3A3 Canada",R177,4.3,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d6695207-Reviews-Indian_Hero-Brampton_Ontario.html
166,179,216,Freshly Thai,"48 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"48 Queen St W, Brampton, Ontario L6X 1A1 Canada",R179,3.9,2.5,"['Asian', 'Thai', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d2242619-Reviews-Freshly_Thai-Brampton_Ontario.html
167,180,217,520 Sushi,"252 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"252 Queen St E Unit 7, Brampton, Ontario L6V 1C1 Canada",R180,4.1,2.5,"['Japanese', 'Sushi', 'Asian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d9581278-Reviews-520_Sushi-Brampton_Ontario.html
168,181,218,Venezia Pizza,"230 Sandalwood Pky, Brampton, Ontario",43.7178982,-79.8030957,"230 Sandalwood Pky E # 2, Brampton, Ontario L6Z 1R3 Canada",R181,4.3,1.0,"['Italian', 'Pizza', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d4851208-Reviews-Venezia_Pizza-Brampton_Ontario.html
170,183,220,Wimpy's Diner,"9025 Torbram Rd, Brampton, Ontario",43.7344118,-79.7068536,"9025 Torbram Rd, Brampton, Ontario L6S 3L2 Canada",R183,4.3,2.5,"['American', 'Diner', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d4853467-Reviews-Wimpy_s_Diner-Brampton_Ontario.html
171,184,221,Heritage Fish & Chips,"13 Fisherman Dr, Brampton, Ontario",43.712927,-79.8017268,"13 Fisherman Dr, Brampton, Ontario L7A 2X9 Canada",R184,4.2,2.5,"['Seafood', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d5431427-Reviews-Heritage_Fish_Chips-Brampton_Ontario.html
172,185,223,Briskit Gourmet Slow Cooked Sandwiches,"160 Wilkinson Rd, Brampton, Ontario",43.6926429,-79.69942242112596,"160 Wilkinson Rd Unit 40, Brampton, Ontario L6T 4Z4 Canada",R185,4.7,1.0,"['American', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d5775638-Reviews-Briskit_Gourmet_Slow_Cooked_Sandwiches-Brampton_Ontario.html
173,186,224,Sweet Palace Restaurant,"1098 Peter Robertson, Brampton, Ontario",43.7581208,-79.7357031,"1098 Peter Robertson Blvd Unit 15, Brampton, Ontario L6R 1T4 Canada",R186,4.1,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d4870459-Reviews-Sweet_Palace_Restaurant-Brampton_Ontario.html
174,187,225,Green Bites Dumpling & Tea Bar,"35 Resolution Dr, Brampton, Ontario",43.6791342,-79.7212101,"35 Resolution Dr Unit J10, Brampton, Ontario L6W 0A6 Canada",R187,4.7,1.0,"['Chinese', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d14979676-Reviews-Green_Bites_Dumpling_Tea_Bar-Brampton_Ontario.html
178,191,229,Royal Kabob Afghan Cuisine,"284 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"284 Queen St E, Brampton, Ontario L6V 1C2 Canada",R191,4.9,2.5,"['Middle Eastern', 'Afghani']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d12116465-Reviews-Royal_Kabob_Afghan_Cuisine-Brampton_Ontario.html
179,192,230,Thai Pepper Restaurant,"2 Fisherman Dr, Brampton, Ontario",43.7149707,-79.7996718,"2 Fisherman Dr, Brampton, Ontario L7A 1B5 Canada",R192,4.0,2.5,"['Asian', 'Thai', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d5293849-Reviews-Thai_Pepper_Restaurant-Brampton_Ontario.html
180,193,231,King Tandoori Bar & Grill,"270 Rutherford Rd, Brampton, Ontario",43.7018105,-79.7426537,"270 Rutherford Rd S #1, Brampton, Ontario L6W 3K7 Canada",R193,4.2,2.5,"['Indian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d8723130-Reviews-King_Tandoori_Bar_Grill-Brampton_Ontario.html
182,195,233,Keenan's Irish Pub Brampton,"550 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"550 Queen St W, Brampton, Ontario L6X 3E1 Canada",R195,4.1,2.5,"['Irish', 'Bar', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d8590797-Reviews-Keenan_s_Irish_Pub_Brampton-Brampton_Ontario.html
183,196,234,Little London Cafe,"20 Polonia Ave, Brampton, Ontario",43.6424391,-79.76081590000001,"20 Polonia Ave, Brampton, Ontario L6Y 0K9 Canada",R196,5.0,2.5,"['Cafe', 'British', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d15690478-Reviews-Little_London_Cafe-Brampton_Ontario.html
185,198,237,Wimpy's Diner,"10178 Hurontario St, Brampton, Ontario",43.7096097,-79.79229659999999,"10178 Hurontario St, Brampton, Ontario L7A 0E4 Canada",R198,4.0,2.5,"['American', 'Diner', 'Canadian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d7805305-Reviews-Wimpy_s_Diner-Brampton_Ontario.html
186,199,239,Pos Bueno Mexican Restaurant and Bar,"53 George St, Brampton, Ontario",43.685104100000004,-79.76095759999998,"53 George St S, Brampton, Ontario L6Y 1P4 Canada",R199,4.6,2.5,['Mexican'],[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d16820915-Reviews-Pos_Bueno_Mexican_Restaurant_and_Bar-Brampton_Ontario.html
187,200,240,August8,"25 Peel Centre, Brampton, Ontario",43.689536700000005,-79.7514583,"25 Peel Centre Drive Unit 531 Bramalea City Centre, Brampton, Ontario L6T 3R5 Canada",R200,3.7,2.5,"['Japanese', 'Sushi', 'Asian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d10624230-Reviews-August8-Brampton_Ontario.html
188,201,241,Annalakshmi,"10086 Hurontario St, Brampton, Ontario",43.707158641463415,-79.78891269268293,"10086 Hurontario St Unit 3 Unit 3 & 4, Brampton, Ontario L7A 1E5 Canada",R201,4.6,2.5,['Indian'],[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d12234114-Reviews-Annalakshmi-Brampton_Ontario.html
189,202,243,Sunset Grill,"60 Resolution Dr., Brampton, Ontario",43.680630799999996,-79.7218348,"60 Resolution Dr. Steeles Ave. E. & Kennedy Rd. S., Brampton, Ontario L6W 0A7 Canada",R202,4.0,2.5,"['Diner', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d7615584-Reviews-Sunset_Grill-Brampton_Ontario.html
190,203,244,Paranthe Wali Gali,"2452 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"2452 Queen St E, Brampton, Ontario L6S 5X9 Canada",R203,4.3,2.5,"['Indian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d15075319-Reviews-Paranthe_Wali_Gali-Brampton_Ontario.html
193,206,248,Brar's,"140 Great Lakes, Brampton, Ontario",43.7298238,-79.7653473,"140 Great Lakes Dr Unit 126, Brampton, Ontario L6R 2K7 Canada",R206,4.0,2.5,"['Indian', 'Asian', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d10183572-Reviews-Brar_s-Brampton_Ontario.html
194,207,249,Incredible India,"10635 Bramalea Rd, Brampton, Ontario",43.7561049,-79.7589612,"10635 Bramalea Rd Unit j 7, Brampton, Ontario L6R 3P4 Canada",R207,4.4,2.5,['Indian'],[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d13152008-Reviews-Incredible_India-Brampton_Ontario.html
195,208,251,Boston Pizza,"65 Resolution Dr, Brampton, Ontario",43.67881325000001,-79.72013149947045,"65 Resolution Dr, Brampton, Ontario L6W 0A6 Canada",R208,3.8,2.5,"['Bar', 'Pizza', 'Pub']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d1557254-Reviews-Boston_Pizza-Brampton_Ontario.html
198,211,256,Fionn MacCool's,"120 Great Lakes, Brampton, Ontario",43.734303999999995,-79.7668625,"120 Great Lakes Dr, Brampton, Ontario L6R 2K7 Canada",R211,3.7,2.5,"['American', 'Irish', 'Bar']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d10400242-Reviews-Fionn_MacCool_s-Brampton_Ontario.html
200,213,258,Portland Jerk,"9025 Torbram Rd, Brampton, Ontario",43.7344118,-79.7068536,"9025 Torbram Rd Suite 3, Brampton, Ontario L6S 3L2 Canada",R213,4.2,1.0,"['Caribbean', 'Jamaican']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d5078891-Reviews-Portland_Jerk-Brampton_Ontario.html
201,214,260,Hakka Flavours Restaurant,"2880 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"2880 Queen St E Unit 13, Brampton, Ontario L6S 6E8 Canada",R214,4.0,1.0,"['Chinese', 'Asian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d8480229-Reviews-Hakka_Flavours_Restaurant-Brampton_Ontario.html
202,215,261,Dawat-e-Khas B.B.Q,"80 Pertosa Drive, Brampton, Ontario",43.6809667,-79.80610779999999,"80 Pertosa Drive Golden Gate Plaza, Brampton, Ontario L6X 5E9 Canada",R215,4.2,2.5,"['Indian', 'Barbecue', 'Asian']","['halal', 'vegetarian friendly']",https://www.tripadvisor.ca/Restaurant_Review-g154982-d7155513-Reviews-Dawat_e_Khas_B_B_Q-Brampton_Ontario.html
203,216,263,New Falafel Garden Restaurant,"90 Kennedy Rd, Brampton, Ontario",43.6944789,-79.7479061,"90 Kennedy Rd S, Brampton, Ontario L6W 3E7 Canada",R216,5.0,1.0,"['Lebanese', 'Mediterranean', 'Middle Eastern']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d4881871-Reviews-New_Falafel_Garden_Restaurant-Brampton_Ontario.html
204,217,264,Vishnu's Doubles and Roti,"10215 Kennedy Road, Brampton, Ontario",43.6944789,-79.7479061,"10215 Kennedy Road North Unit 6, Brampton, Ontario L6Z 0C5 Canada",R217,4.5,2.5,['Caribbean'],[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d7698125-Reviews-Vishnu_s_Doubles_and_Roti-Brampton_Ontario.html
208,221,268,Singapore Garden Chinese Restaurant,"226 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"226 Queen St E, Brampton, Ontario L6V 1B8 Canada",R221,3.9,1.0,"['Chinese', 'Asian', 'Szechuan']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154982-d5086982-Reviews-Singapore_Garden_Chinese_Restaurant-Brampton_Ontario.html
209,222,269,Chuck’s Roadhouse Bar And Grill,"2 Kennedy Rd, Brampton, Ontario",43.6754779,-79.7225415,"2 Kennedy Rd S, Brampton, Ontario L6W 3E1 Canada",R222,3.5,2.5,"['American', 'Steakhouse', 'Bar']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d10145692-Reviews-Chuck_s_Roadhouse_Bar_And_Grill-Brampton_Ontario.html
211,224,271,Boston Pizza,"2458 Queen St, Brampton, Ontario",43.7030534,-79.7345596,"2458 Queen St E, Brampton, Ontario L6S 5X9 Canada",R224,3.8,2.5,"['Pizza', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d5087243-Reviews-Boston_Pizza-Brampton_Ontario.html
212,225,272,Pho Mi 66,"85 Resolution Dr, Brampton, Ontario",43.6801187,-79.7183798,"85 Resolution Dr, Brampton, Ontario L6W 0A6 Canada",R225,4.2,1.0,"['Asian', 'Vietnamese', 'Soups']",[],https://www.tripadvisor.ca/Restaurant_Review-g154982-d12289489-Reviews-Pho_Mi_66-Brampton_Ontario.html
216,229,277,Sociable Kitchen & Tavern,"45 King George, Brantford, Ontario",43.1636891,-80.2747119,"45 King George Rd, Brantford, Ontario N3R 5K2 Canada",R229,4.2,2.5,"['American', 'Bar', 'Pub']",[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d9601923-Reviews-Sociable_Kitchen_Tavern-Brantford_Ontario.html
217,230,278,The Keg Steakhouse + Bar Brantford,"61 Lynden Rd, Brantford, Ontario",43.1743712,-80.2431098,"61 Lynden Rd, Brantford, Ontario N3R 7J9 Canada",R230,4.2,4.0,"['American', 'Steakhouse', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d788201-Reviews-The_Keg_Steakhouse_Bar_Brantford-Brantford_Ontario.html
222,235,283,Al Dente Pizza Pasta Grill,"250 King George, Brantford, Ontario",43.177519200000006,-80.2794214,"250 King George Rd, Brantford, Ontario N3R 5L5 Canada",R235,4.0,2.5,"['Italian', 'Pizza', 'Grill']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g154983-d681737-Reviews-Al_Dente_Pizza_Pasta_Grill-Brantford_Ontario.html
223,236,284,The Everest Grill,"781 Colborne St, Brantford, Ontario",43.1381423,-80.2686929,"781 Colborne St, Brantford, Ontario N3S 3S3 Canada",R236,4.5,2.5,"['Indian', 'Vegetarian Friendly', 'Vegan Options']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g154983-d6779594-Reviews-The_Everest_Grill-Brantford_Ontario.html
224,237,285,On The Lam Restaurant,"106 Queen St, Brantford, Ontario",43.1435415,-80.26653979999999,"106 Queen St, Brantford, Ontario N3T 3B9 Canada",R237,4.6,4.0,"['Canadian', 'Gluten Free Options']",[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d5857741-Reviews-On_The_Lam_Restaurant-Brantford_Ontario.html
225,238,286,Sunset Grill,"50 Market St., Brantford, Ontario",43.1400007,-80.26380259999999,"50 Market St. S. Market St. S. & Icomm Dr., Brantford, Ontario N3S 2E3 Canada",R238,4.3,2.5,"['Diner', 'Canadian', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g154983-d6877237-Reviews-Sunset_Grill-Brantford_Ontario.html
228,241,289,Fume RestoBar,"150 Morrell St, Brantford, Ontario",43.1460344,-80.2874312,"150 Morrell St, Brantford, Ontario N3T 4K2 Canada",R241,4.5,4.0,"['Vegetarian Friendly', 'Vegan Options']","['vegan options', 'vegetarian friendly']",https://www.tripadvisor.ca/Restaurant_Review-g154983-d15887501-Reviews-Fume_RestoBar-Brantford_Ontario.html
229,242,290,The WORKS Craft Burgers & Beer,"80 Dalhousie St, Brantford, Ontario",43.13949936666667,-80.26482519047619,"80 Dalhousie St, Brantford, Ontario N3T 2J2 Canada",R242,4.1,2.5,"['American', 'Canadian', 'Vegetarian Friendly']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g154983-d4764765-Reviews-The_WORKS_Craft_Burgers_Beer-Brantford_Ontario.html
230,243,291,Blessings Eatery,"185 King George, Brantford, Ontario",43.1726905,-80.27786040000001,"185 King George Rd., Brantford, Ontario N3R 7R9 Canada",R243,4.2,2.5,"['Chinese', 'Sushi', 'Asian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154983-d2513158-Reviews-Blessings_Eatery-Brantford_Ontario.html
236,249,298,Viet Thai Basil,"63-67 Brant Ave, Brantford, Ontario",43.1408575,-80.2707833,"63-67 Brant Ave, Brantford, Ontario N3T 3H2 Canada",R249,4.5,1.0,"['Asian', 'Thai', 'Vietnamese']",[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d3971223-Reviews-Viet_Thai_Basil-Brantford_Ontario.html
237,250,300,The Golden Teapot,"20 Ava Rd, Brantford, Ontario",43.156761100000004,-80.2866689,"20 Ava Rd, Brantford, Ontario N3T 5G9 Canada",R250,4.8,2.5,['Healthy'],[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d14764701-Reviews-The_Golden_Teapot-Brantford_Ontario.html
241,254,306,Stans Fries,"Fairview Drive West, Brantford, Ontario",43.168380400000004,-80.2739495,"Fairview Drive West Street, Brantford, Ontario Canada",R254,4.7,1.0,['Fast food'],[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d8673349-Reviews-Stans_Fries-Brantford_Ontario.html
242,255,307,Zaza's Pizzzeria,"155 Lynden Rd, Brantford, Ontario",43.175482200000005,-80.235262,"155 Lynden Rd Unit 5, Brantford, Ontario N3R 8A7 Canada",R255,4.3,1.0,['Italian'],[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d4403713-Reviews-Zaza_s_Pizzzeria-Brantford_Ontario.html
243,256,308,Symposium Cafe Restaurant & Lounge,"58 King George, Brantford, Ontario",43.164149200000004,-80.273852,"58 King George Rd, Brantford, Ontario N3R 5K4 Canada",R256,3.5,2.5,"['Bar', 'International', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d2464214-Reviews-Symposium_Cafe_Restaurant_Lounge-Brantford_Ontario.html
244,257,309,Kel's Family Restaurant,"241 Dunsdon St, Brantford, Ontario",43.182318200000005,-80.2579068,"241 Dunsdon St, Brantford, Ontario N3R 7C3 Canada",R257,4.2,1.0,"['American', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d4852986-Reviews-Kel_s_Family_Restaurant-Brantford_Ontario.html
245,258,310,Kingswood Restaurant,"43 Colborne St, Brantford, Ontario",43.13812656363636,-80.26756794545454,"43 Colborne St, Brantford, Ontario N3T 1K6 Canada",R258,4.4,1.0,"['Diner', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g154983-d976109-Reviews-Kingswood_Restaurant-Brantford_Ontario.html
246,259,311,Wimpys Dinner,"3 Dunsdon St, Brantford, Ontario",43.17281320000001,-80.27747740000001,"3 Dunsdon St, Brantford, Ontario N3R 3J2 Canada",R259,3.8,2.5,"['American', 'Diner', 'Canadian']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g154983-d7008430-Reviews-Wimpys_Dinner-Brantford_Ontario.html
247,260,313,Jumbo Dragon Chinese Restaurant,"50 Market St, Brantford, Ontario",43.1400007,-80.26380259999999,"50 Market St S Unit F5, Brantford, Ontario N3S 2E3 Canada",R260,3.9,1.0,"['Chinese', 'Asian', 'Cantonese']",[],https://www.tripadvisor.ca/Restaurant_Review-g154983-d4873808-Reviews-Jumbo_Dragon_Chinese_Restaurant-Brantford_Ontario.html
